000eba33-8d14-446a-b016-19bd50e9a3b9 426 320 14401
003b0549-7b69-4cfb-9585-582fab81757b 426 320 14403
0046813e-510b-4a1f-9e9e-1aca740c3360 426 320 14401
00a192ce-4468-4700-9a1a-f44eff5e29cc 426 320 14401
00a21a4a-50cb-46d8-a8c0-bc637a4d747e 426 320 14401
00d9a297-d967-4d28-8e5a-6b891814ec65 426 320 14401
017eca9c-8e45-426e-8bc2-63afb7619cf5 426 320 12833
01dbc6eb-c1bf-4357-b527-e4c3c34ac0e7 426 320 9448
022ffe58-e020-42d8-a907-4a3c63359555 426 320 14401
02355156-93de-43b1-8436-67c0b66517d6 568 320 14401
02535203-9ac2-4cd3-ba75-9d2c9099873f 426 320 14401
026ae982-2b68-497e-9a13-352f4136cdad 568 320 14403
029bda0a-096b-4925-b4b8-f5f2b9faad97 568 320 14401
029cd34d-0672-4242-821a-de7495597b3c 568 320 9002
02ce1293-ea17-4899-879e-c34216a13420 426 320 13096
02dcb746-075a-437b-a2c5-506a2efa7ded 568 320 14401
03086545-f555-4117-80ad-a012d9775188 426 320 14401
03270892-4e75-49b6-be0a-80bf3f8e7d32 568 320 14402
033b88d3-d7fb-419b-b416-a16c318c56a0 426 320 14401
034b7e9d-7ce5-4b5c-8fab-18c08981952b 426 320 14401
037748ae-4d50-4b5c-b051-394fa4a439d4 426 320 3988
0397a36f-8022-4498-8c19-caa8fc85ac41 426 320 14401
03f68e75-cd22-4879-9351-ceb0e938ae9a 426 320 14400
03f8250f-8800-4a7a-bf21-7dec2c7192ec 426 320 14401
03fe3ab2-9afa-40aa-b8f5-4b9f5034dbe3 426 320 14401
0444a7ed-0d15-43ae-aa93-46642500d174 426 320 14401
044c5ae5-6989-4930-be03-417eac829c3d 426 320 36001
046bb09e-0bf5-40f0-af56-d6ef11eafcc0 426 320 14402
049225d6-8c99-4953-adfc-707ee8c8dd1a 426 320 14401
04c23dbd-f207-4359-a9d7-a10669c4938e 426 320 14401
04d43317-7abb-498a-bb4f-f78f9ecc0bdd 568 320 14401
04d54520-171c-4795-afe5-1ed15d439e65 426 320 14402
04f8b554-051b-48b2-963c-83f3416ce189 426 320 14401
05175f29-af00-4563-a6c4-37566b0db897 426 320 13283
055a1e31-aa3f-4695-a8ee-6c0c6351c936 426 320 36002
05ac79c5-722c-4b2b-9de0-9a03098d6a43 568 320 13500
05db9907-7f23-47f1-b85a-3cc30d73695d 426 320 14402
05dfd9fa-4ff7-4f45-acf9-7aa6ee85eaf0 426 320 14401
063dfa31-7b2a-42f7-87eb-5cfb330394cd 568 320 14401
064640f9-f948-4661-87c9-b8bc8b3fbe94 426 320 14401
06faaa48-4612-4d88-aa5e-621dcae8c508 426 320 14403
0705c187-002f-44d7-ae07-94ce9afcb720 568 320 7200
0762eae0-7b00-47f6-ae64-0c0b1fe72e38 426 320 14401
076d7b60-15e9-4978-b8f8-6dd25ea3896d 426 320 14402
07823595-c475-40b5-9c44-ec287e9e7dd7 426 320 14402
07cc6e65-df8c-46fb-b4be-b808d777454f 568 320 14400
080e1d1d-0f44-411f-ae3b-82af6864ac6e 426 320 14401
08190fff-79d7-4752-a05e-985407dfe2dd 426 320 36003
085f7a8b-e1e5-4e7b-a83d-5ea650edd9fe 568 320 14403
088fa6e9-6c06-4a58-aecf-6933ac09c9c6 426 320 14402
08a41fea-da68-456b-aa1f-2803fca1aaa8 426 320 14401
093259bc-5b71-4204-be7b-5f7b5b5f20cb 426 320 4476
098d3df3-7f77-44f0-9c0e-2d7ff5de26e1 426 320 14401
09ad4127-a067-46aa-92f8-8a043ad1ea2d 426 320 14402
09bfb5fa-5058-4809-9dc9-c612b6ebe58c 568 320 14401
09fb5412-80b9-49f0-841b-561a331ced64 568 320 14401
0a0e800f-7d2c-4464-996c-47cd2f323350 426 320 14401
0a969130-c320-4b05-9fb7-6c50faa48d36 568 320 14403
0aabdda2-d305-44c8-b085-f018ea62d872 568 320 14400
0aca0078-b6ab-41fb-9dc5-a70b8ad137b2 568 320 14401
0ad00ff1-054b-4843-ba3a-8fda76311e0c 568 320 14401
0b20e242-a496-4662-a3e7-645bcecdbe55 426 320 14401
0b839581-86b1-4d84-916b-12918260b3c8 426 320 14403
0bc145b4-301d-486f-a415-56b57b33fa49 426 320 14403
0c04ab14-e439-406b-8934-3aad4ad1cb5e 426 320 14401
0c394378-77d9-4f2c-9c70-8d8af0d3c7e5 426 320 14402
0c602e6b-551a-4316-912a-bcc490f85b65 426 320 14401
0c8be72d-d70f-4662-943d-7a679d6ad8bf 426 320 14401
0c8de5ec-5ae4-4043-9ec7-75098524e37c 426 320 10821
0ca4506c-962d-4cf1-aa6d-f8222f53dee6 426 320 14401
0ccd01be-de91-4e22-b803-92de2c79c43e 426 320 14118
0d1a8ba9-fce5-4258-b36d-820859fabccb 568 320 14401
0d1ad08c-519c-44c4-a965-53964995f367 568 320 14402
0d265648-9abe-4a79-8b13-070cd4b016c2 426 320 14403
0d4b4867-40db-422a-b506-807badc28fe2 426 320 14401
0d50fa88-55e9-4ea1-992a-1d91dce577a4 426 320 14402
0d5f01f3-d2ca-4409-ab2c-030b67ccd055 426 320 14402
0d737efc-e3f8-4325-8d70-472327527691 426 320 14402
0d83893d-0643-4e5c-a78e-11205d49093f 426 320 12832
0d8e0330-c51a-4963-8046-58adbede94bb 426 320 14401
0ddd4a11-6003-4d86-b11a-6da0d9d76cf3 426 320 14401
0e7b48d3-4e41-4f0d-a306-42c607b1a01e 568 320 14401
0e7bb20c-027d-4ce1-827e-e59a2145e93b 426 320 34092
0ea03f96-b531-444d-9734-ccdc066d0cf2 426 320 14401
0ea4e735-f98b-4e8c-9116-b771224e5247 426 320 14403
0ed63dfe-3a1b-4faf-bfbb-375d3d9fa06d 426 320 14401
0edc229a-eb4a-473c-b66b-550c19eecd42 426 320 14401
0ee68d70-d41a-4d56-8f36-9bfcdb35e295 426 320 14401
0f022eb9-6966-46a4-8e16-d040565f11c4 568 320 11163
0f36f441-0934-4a8e-8779-996ad868276a 568 320 14401
1050bebe-427b-4dc8-91aa-f29547cfbd22 426 320 14401
1067e8c9-0e2c-497b-989d-7030a11559e0 426 320 4898
1095089a-7481-42ea-8a43-e50b3d61a9b1 568 320 14401
109b6548-64d9-4702-83a0-17ae1f589109 426 320 14401
10d4fcd6-daa2-4cc9-9f24-4c21974a7cf4 426 320 13262
10da17c1-6a4f-41df-b853-5650b5f62c46 426 320 14401
10f997d1-df06-4e96-bafd-06e60872e1b2 426 320 14401
1138ced6-d580-4013-96bb-1e5c3fea62d7 568 320 14401
11410f30-043c-44be-84ae-463ec9abcd39 426 320 14402
11466da9-fae7-4b6e-8861-039faac74b82 426 320 14401
